subject,tense,person,gender,animate,number,active,honorific,verb_root,is_correct,,,,,,,,,,,
3rd_person,වර්තමාන,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,අන්නීය,0,,,,,,,,,,,
3rd_person,වර්තමාන,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,දෑය ,0,,,,,,,,,,,
3rd_person,වර්තමාන,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,එන්නේය ,0,,,,,,,,,,,
3rd_person,වර්තමාන,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,අන්නේය,0,,,,,,,,,,,
3rd_person,වර්තමාන,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,ඒය,0,,,,,,,,,,,
3rd_person,වර්තමාන,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,ඒ,0,,,,,,,,,,,
3rd_person,වර්තමාන,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,අහ,0,,,,,,,,,,,
3rd_person,වර්තමාන,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,ආහ,0,,,,,,,,,,,
3rd_person,වර්තමාන,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,අන්නාහ,0,,,,,,,,,,,
3rd_person,වර්තමාන,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,ඕය,0,,,,,,,,,,,
3rd_person,වර්තමාන,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,අන්නෝය,0,,,,,,,,,,,
3rd_person,වර්තමාන,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,ඌහ,0,,,,,,,,,,,
3rd_person,වර්තමාන,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,ආවි ,0,,,,,,,,,,,
3rd_person,වර්තමාන,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,ඊවි ,0,,,,,,,,,,,
3rd_person,වර්තමාන,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,ඊයි ,0,,,,,,,,,,,
3rd_person,වර්තමාන,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,ඊ,0,,,,,,,,,,,
3rd_person,වර්තමාන,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,ඊය,0,,,,,,,,,,,
3rd_person,අතීත,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,අමි,0,,,,,,,,,,,
3rd_person,අතීත,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,එමි,0,,,,,,,,,,,
3rd_person,අතීත,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,අන්නෙමි,0,,,,,,,,,,,
3rd_person,අතීත,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,අමු,0,,,,,,,,,,,
3rd_person,අතීත,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,එමු,0,,,,,,,,,,,
3rd_person,අතීත,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,අන්නෙමු,0,,,,,,,,,,,
3rd_person,අතීත,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,අහි,0,,,,,,,,,,,
3rd_person,අතීත,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,එහි,0,,,,,,,,,,,
3rd_person,අතීත,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,අන්නෙහි,0,,,,,,,,,,,
3rd_person,අතීත,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,අහු,0,,,,,,,,,,,
3rd_person,අතීත,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,එහු,0,,,,,,,,,,,
3rd_person,අතීත,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,අන්නෙහු,0,,,,,,,,,,,
3rd_person,අතීත,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,ඉයි ,0,,,,,,,,,,,
3rd_person,අතීත,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,එයි ,0,,,,,,,,,,,
3rd_person,අතීත,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,අයි,0,,,,,,,,,,,
3rd_person,අතීත,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,ආය,0,,,,,,,,,,,
3rd_person,අතීත,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,අන්නාය,0,,,,,,,,,,,
3rd_person,අතීත,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,ඊය,0,,,,,,,,,,,
3rd_person,අතීත,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,අන්නීය,0,,,,,,,,,,,
3rd_person,අතීත,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,දෑය ,0,,,,,,,,,,,
3rd_person,අතීත,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,එන්නේය ,0,,,,,,,,,,,
3rd_person,අතීත,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,අන්නේය,0,,,,,,,,,,,
3rd_person,අතීත,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,අහ,0,,,,,,,,,,,
3rd_person,අතීත,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,ආහ,0,,,,,,,,,,,
3rd_person,අතීත,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,අන්නාහ,0,,,,,,,,,,,
3rd_person,අතීත,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,අන්නෝය,0,,,,,,,,,,,
3rd_person,අතීත,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,ඌහ,0,,,,,,,,,,,
3rd_person,අතීත,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,ඉති,0,,,,,,,,,,,
3rd_person,අතීත,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,ආවි ,0,,,,,,,,,,,
3rd_person,අතීත,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,ඊවි ,0,,,,,,,,,,,
3rd_person,අතීත,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,ඊයි ,0,,,,,,,,,,,
3rd_person,අතීත,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,ඊ,0,,,,,,,,,,,
3rd_person,අතීත,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,ඊය,0,,,,,,,,,,,
3rd_person,අනාගත,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,අමි,0,,,,,,,,,,,
3rd_person,අනාගත,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,එමි,0,,,,,,,,,,,
3rd_person,අනාගත,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,අන්නෙමි,0,,,,,,,,,,,
3rd_person,අනාගත,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,අමු,0,,,,,,,,,,,
3rd_person,අනාගත,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,එමු,0,,,,,,,,,,,
3rd_person,අනාගත,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,අන්නෙමු,0,,,,,,,,,,,
3rd_person,අනාගත,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,අහි,0,,,,,,,,,,,
3rd_person,අනාගත,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,එහි,0,,,,,,,,,,,
3rd_person,අනාගත,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,අන්නෙහි,0,,,,,,,,,,,
3rd_person,අනාගත,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,අහු,0,,,,,,,,,,,
3rd_person,අනාගත,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,එහු,0,,,,,,,,,,,
3rd_person,අනාගත,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,අන්නෙහු,0,,,,,,,,,,,
3rd_person,අනාගත,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,ඉයි ,0,,,,,,,,,,,
3rd_person,අනාගත,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,එයි ,0,,,,,,,,,,,
3rd_person,අනාගත,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,අයි,0,,,,,,,,,,,
3rd_person,අනාගත,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,ආය,0,,,,,,,,,,,
3rd_person,අනාගත,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,අන්නාය,0,,,,,,,,,,,
3rd_person,අනාගත,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,ඊය,0,,,,,,,,,,,
3rd_person,අනාගත,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,අන්නීය,0,,,,,,,,,,,
3rd_person,අනාගත,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,දෑය ,0,,,,,,,,,,,
3rd_person,අනාගත,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,අන්නේය,0,,,,,,,,,,,
3rd_person,අනාගත,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,ඒය,0,,,,,,,,,,,
3rd_person,අනාගත,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,ඒ,0,,,,,,,,,,,
3rd_person,අනාගත,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,අහ,0,,,,,,,,,,,
3rd_person,අනාගත,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,ආහ,0,,,,,,,,,,,
3rd_person,අනාගත,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,අන්නාහ,0,,,,,,,,,,,
3rd_person,අනාගත,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,ඕය,0,,,,,,,,,,,
3rd_person,අනාගත,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,අන්නෝය,0,,,,,,,,,,,
3rd_person,අනාගත,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,ඌහ,0,,,,,,,,,,,
3rd_person,අනාගත,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,ආවි ,0,,,,,,,,,,,
3rd_person,අනාගත,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,ඊවි ,0,,,,,,,,,,,
3rd_person,අනාගත,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,ඊයි ,0,,,,,,,,,,,
3rd_person,අනාගත,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,ඊ,0,,,,,,,,,,,
3rd_person,අනාගත,ප්‍රථම,නපුංසක,අප්‍රාණවාචි,බහු,y,n,ඊය,0,,,,,,,,,,,
තී,වර්තමාන,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,අමි,0,,,,,,,,,,,
තී,වර්තමාන,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,එමි,0,,,,,,,,,,,
තී,වර්තමාන,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,අන්නෙමි,0,,,,,,,,,,,
තී,වර්තමාන,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,අමු,0,,,,,,,,,,,
තී,වර්තමාන,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,එමු,0,,,,,,,,,,,
තී,වර්තමාන,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,අන්නෙමු,0,,,,,,,,,,,
තී,වර්තමාන,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,එහි,0,,,,,,,,,,,
තී,වර්තමාන,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,අන්නෙහි,0,,,,,,,,,,,
තී,වර්තමාන,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,අහු,0,,,,,,,,,,,
තී,වර්තමාන,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,එහු,0,,,,,,,,,,,
තී,වර්තමාන,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,අන්නෙහු,0,,,,,,,,,,,
තී,වර්තමාන,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,ඉයි ,0,,,,,,,,,,,
තී,වර්තමාන,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,එයි ,0,,,,,,,,,,,
තී,වර්තමාන,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,අයි,0,,,,,,,,,,,
තී,වර්තමාන,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,ආය,0,,,,,,,,,,,
තී,වර්තමාන,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,අන්නාය,0,,,,,,,,,,,
තී,වර්තමාන,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,ඊය,0,,,,,,,,,,,
තී,වර්තමාන,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,අන්නීය,0,,,,,,,,,,,
තී,වර්තමාන,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,දෑය ,0,,,,,,,,,,,
තී,වර්තමාන,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,එන්නේය ,0,,,,,,,,,,,
තී,වර්තමාන,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,අන්නේය,0,,,,,,,,,,,
තී,වර්තමාන,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,ඒය,0,,,,,,,,,,,
තී,වර්තමාන,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,ඒ,0,,,,,,,,,,,
තී,වර්තමාන,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,අහ,0,,,,,,,,,,,
තී,වර්තමාන,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,ආහ,0,,,,,,,,,,,
තී,වර්තමාන,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,අන්නාහ,0,,,,,,,,,,,
තී,වර්තමාන,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,ඕය,0,,,,,,,,,,,
තී,වර්තමාන,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,අන්නෝය,0,,,,,,,,,,,
තී,වර්තමාන,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,ඌහ,0,,,,,,,,,,,
තී,වර්තමාන,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,ඉති,0,,,,,,,,,,,
තී,වර්තමාන,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,එති,0,,,,,,,,,,,
තී,වර්තමාන,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,අති,0,,,,,,,,,,,
තී,වර්තමාන,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,ආවි ,0,,,,,,,,,,,
තී,වර්තමාන,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,ඊවි ,0,,,,,,,,,,,
තී,වර්තමාන,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,ඊයි ,0,,,,,,,,,,,
තී,වර්තමාන,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,ඊ,0,,,,,,,,,,,
තී,වර්තමාන,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,ඊය,0,,,,,,,,,,,
තී,අතීත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,අමි,0,,,,,,,,,,,
තී,අතීත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,එමි,0,,,,,,,,,,,
තී,අතීත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,අන්නෙමි,0,,,,,,,,,,,
තී,අතීත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,අමු,0,,,,,,,,,,,
තී,අතීත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,එමු,0,,,,,,,,,,,
තී,අතීත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,අන්නෙමු,0,,,,,,,,,,,
තී,අතීත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,අහි,0,,,,,,,,,,,
තී,අතීත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,අන්නෙහි,0,,,,,,,,,,,
තී,අතීත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,අහු,0,,,,,,,,,,,
තී,අතීත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,එහු,0,,,,,,,,,,,
තී,අතීත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,අන්නෙහු,0,,,,,,,,,,,
තී,අතීත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,ඉයි ,0,,,,,,,,,,,
තී,අතීත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,එයි ,0,,,,,,,,,,,
තී,අතීත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,අයි,0,,,,,,,,,,,
තී,අතීත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,ආය,0,,,,,,,,,,,
තී,අතීත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,අන්නාය,0,,,,,,,,,,,
තී,අතීත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,ඊය,0,,,,,,,,,,,
තී,අතීත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,අන්නීය,0,,,,,,,,,,,
තී,අතීත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,දෑය ,0,,,,,,,,,,,
තී,අතීත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,එන්නේය ,0,,,,,,,,,,,
තී,අතීත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,අන්නේය,0,,,,,,,,,,,
තී,අතීත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,ඒය,0,,,,,,,,,,,
තී,අතීත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,ඒ,0,,,,,,,,,,,
තී,අතීත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,අහ,0,,,,,,,,,,,
තී,අතීත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,ආහ,0,,,,,,,,,,,
තී,අතීත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,අන්නාහ,0,,,,,,,,,,,
තී,අතීත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,ඕය,0,,,,,,,,,,,
තී,අතීත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,අන්නෝය,0,,,,,,,,,,,
තී,අතීත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,ඌහ,0,,,,,,,,,,,
තී,අතීත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,ඉති,0,,,,,,,,,,,
තී,අතීත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,එති,0,,,,,,,,,,,
තී,අතීත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,අති,0,,,,,,,,,,,
තී,අතීත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,ආවි ,0,,,,,,,,,,,
තී,අතීත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,ඊවි ,0,,,,,,,,,,,
තී,අතීත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,ඊයි ,0,,,,,,,,,,,
තී,අතීත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,ඊ,0,,,,,,,,,,,
තී,අතීත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,ඊය,0,,,,,,,,,,,
තී,අනාගත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,අමි,0,,,,,,,,,,,
තී,අනාගත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,එමි,0,,,,,,,,,,,
තී,අනාගත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,අන්නෙමි,0,,,,,,,,,,,
තී,අනාගත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,අමු,0,,,,,,,,,,,
තී,අනාගත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,එමු,0,,,,,,,,,,,
තී,අනාගත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,අන්නෙමු,0,,,,,,,,,,,
තී,අනාගත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,අහි,0,,,,,,,,,,,
තී,අනාගත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,එහි,0,,,,,,,,,,,
තී,අනාගත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,අහු,0,,,,,,,,,,,
තී,අනාගත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,එහු,0,,,,,,,,,,,
තී,අනාගත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,අන්නෙහු,0,,,,,,,,,,,
තී,අනාගත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,ඉයි ,0,,,,,,,,,,,
තී,අනාගත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,එයි ,0,,,,,,,,,,,
තී,අනාගත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,අයි,0,,,,,,,,,,,
තී,අනාගත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,ආය,0,,,,,,,,,,,
තී,අනාගත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,අන්නාය,0,,,,,,,,,,,
තී,අනාගත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,ඊය,0,,,,,,,,,,,
තී,අනාගත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,අන්නීය,0,,,,,,,,,,,
තී,අනාගත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,දෑය ,0,,,,,,,,,,,
තී,අනාගත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,එන්නේය ,0,,,,,,,,,,,
තී,අනාගත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,අන්නේය,0,,,,,,,,,,,
තී,අනාගත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,ඒය,0,,,,,,,,,,,
තී,අනාගත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,ඒ,0,,,,,,,,,,,
තී,අනාගත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,අහ,0,,,,,,,,,,,
තී,අනාගත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,ආහ,0,,,,,,,,,,,
තී,අනාගත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,අන්නාහ,0,,,,,,,,,,,
තී,අනාගත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,ඕය,0,,,,,,,,,,,
තී,අනාගත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,අන්නෝය,0,,,,,,,,,,,
තී,අනාගත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,ඌහ,0,,,,,,,,,,,
තී,අනාගත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,ඉති,0,,,,,,,,,,,
තී,අනාගත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,එති,0,,,,,,,,,,,
තී,අනාගත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,අති,0,,,,,,,,,,,
තී,අනාගත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,ආවි ,0,,,,,,,,,,,
තී,අනාගත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,ඊවි ,0,,,,,,,,,,,
තී,අනාගත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,ඊයි ,0,,,,,,,,,,,
තී,අනාගත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,ඊ,0,,,,,,,,,,,
තී,අනාගත,මධ්‍යම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,y,n,ඊය,0,,,,,,,,,,,
තෙපි,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,බහු,y,n,අමි,0,,,,,,,,,,,
තෙපි,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,බහු,y,n,එමි,0,,,,,,,,,,,
තෙපි,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,බහු,y,n,අන්නෙමි,0,,,,,,,,,,,
තෙපි,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,බහු,y,n,අමු,0,,,,,,,,,,,
තෙපි,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,බහු,y,n,එමු,0,,,,,,,,,,,
තෙපි,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,බහු,y,n,අන්නෙමු,0,,,,,,,,,,,
තෙපි,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,බහු,y,n,අහි,0,,,,,,,,,,,
