subject,tense,person,gender,animate,number,active,honorific,verb_root,is_correct,,,,,,,,,,,
3rd_person,වර්තමාන,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,අන්නෙමි,0,,,,,,,,,,,
3rd_person,වර්තමාන,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,අමු,0,,,,,,,,,,,
3rd_person,වර්තමාන,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,එමු,0,,,,,,,,,,,
3rd_person,වර්තමාන,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,අන්නෙමු,0,,,,,,,,,,,
3rd_person,වර්තමාන,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,අහි,0,,,,,,,,,,,
3rd_person,වර්තමාන,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,එහි,0,,,,,,,,,,,
3rd_person,වර්තමාන,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,අන්නෙහි,0,,,,,,,,,,,
3rd_person,වර්තමාන,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,අහු,0,,,,,,,,,,,
3rd_person,වර්තමාන,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,එහු,0,,,,,,,,,,,
3rd_person,වර්තමාන,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,අන්නෙහු,0,,,,,,,,,,,
3rd_person,වර්තමාන,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,ඉයි ,0,,,,,,,,,,,
3rd_person,වර්තමාන,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,එයි ,0,,,,,,,,,,,
3rd_person,වර්තමාන,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,ආය,0,,,,,,,,,,,
3rd_person,වර්තමාන,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,අන්නාය,0,,,,,,,,,,,
3rd_person,වර්තමාන,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,ඊය,0,,,,,,,,,,,
3rd_person,වර්තමාන,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,අන්නීය,0,,,,,,,,,,,
3rd_person,වර්තමාන,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,දෑය ,0,,,,,,,,,,,
3rd_person,වර්තමාන,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,එන්නේය ,0,,,,,,,,,,,
3rd_person,වර්තමාන,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,අන්නේය,0,,,,,,,,,,,
3rd_person,වර්තමාන,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,ඒය,0,,,,,,,,,,,
3rd_person,වර්තමාන,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,ඒ,0,,,,,,,,,,,
3rd_person,වර්තමාන,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,අහ,0,,,,,,,,,,,
3rd_person,වර්තමාන,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,ආහ,0,,,,,,,,,,,
3rd_person,වර්තමාන,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,අන්නාහ,0,,,,,,,,,,,
3rd_person,වර්තමාන,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,ඕය,0,,,,,,,,,,,
3rd_person,වර්තමාන,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,අන්නෝය,0,,,,,,,,,,,
3rd_person,වර්තමාන,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,ඌහ,0,,,,,,,,,,,
3rd_person,වර්තමාන,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,ඉති,0,,,,,,,,,,,
3rd_person,වර්තමාන,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,එති,0,,,,,,,,,,,
3rd_person,වර්තමාන,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,අති,0,,,,,,,,,,,
3rd_person,වර්තමාන,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,ආවි ,0,,,,,,,,,,,
3rd_person,වර්තමාන,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,ඊවි ,0,,,,,,,,,,,
3rd_person,වර්තමාන,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,ඊයි ,0,,,,,,,,,,,
3rd_person,වර්තමාන,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,ඊ,0,,,,,,,,,,,
3rd_person,වර්තමාන,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,ඊය,0,,,,,,,,,,,
3rd_person,අතීත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,අමි,0,,,,,,,,,,,
3rd_person,අතීත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,එමි,0,,,,,,,,,,,
3rd_person,අතීත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,අන්නෙමි,0,,,,,,,,,,,
3rd_person,අතීත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,අමු,0,,,,,,,,,,,
3rd_person,අතීත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,එමු,0,,,,,,,,,,,
3rd_person,අතීත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,අන්නෙමු,0,,,,,,,,,,,
3rd_person,අතීත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,අහි,0,,,,,,,,,,,
3rd_person,අතීත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,එහි,0,,,,,,,,,,,
3rd_person,අතීත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,අන්නෙහි,0,,,,,,,,,,,
3rd_person,අතීත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,අහු,0,,,,,,,,,,,
3rd_person,අතීත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,එහු,0,,,,,,,,,,,
3rd_person,අතීත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,අන්නෙහු,0,,,,,,,,,,,
3rd_person,අතීත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,ඉයි ,0,,,,,,,,,,,
3rd_person,අතීත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,එයි ,0,,,,,,,,,,,
3rd_person,අතීත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,අයි,0,,,,,,,,,,,
3rd_person,අතීත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,අන්නාය,0,,,,,,,,,,,
3rd_person,අතීත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,ඊය,0,,,,,,,,,,,
3rd_person,අතීත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,අන්නීය,0,,,,,,,,,,,
3rd_person,අතීත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,දෑය ,0,,,,,,,,,,,
3rd_person,අතීත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,එන්නේය ,0,,,,,,,,,,,
3rd_person,අතීත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,අන්නේය,0,,,,,,,,,,,
3rd_person,අතීත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,ඒය,0,,,,,,,,,,,
3rd_person,අතීත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,ඒ,0,,,,,,,,,,,
3rd_person,අතීත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,අහ,0,,,,,,,,,,,
3rd_person,අතීත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,ආහ,0,,,,,,,,,,,
3rd_person,අතීත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,අන්නාහ,0,,,,,,,,,,,
3rd_person,අතීත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,ඕය,0,,,,,,,,,,,
3rd_person,අතීත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,අන්නෝය,0,,,,,,,,,,,
3rd_person,අතීත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,ඌහ,0,,,,,,,,,,,
3rd_person,අතීත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,ඉති,0,,,,,,,,,,,
3rd_person,අතීත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,එති,0,,,,,,,,,,,
3rd_person,අතීත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,අති,0,,,,,,,,,,,
3rd_person,අතීත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,ආවි ,0,,,,,,,,,,,
3rd_person,අතීත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,ඊවි ,0,,,,,,,,,,,
3rd_person,අතීත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,ඊයි ,0,,,,,,,,,,,
3rd_person,අතීත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,ඊ,0,,,,,,,,,,,
3rd_person,අතීත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,ඊය,0,,,,,,,,,,,
3rd_person,අනාගත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,අමි,0,,,,,,,,,,,
3rd_person,අනාගත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,එමි,0,,,,,,,,,,,
3rd_person,අනාගත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,අන්නෙමි,0,,,,,,,,,,,
3rd_person,අනාගත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,අමු,0,,,,,,,,,,,
3rd_person,අනාගත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,එමු,0,,,,,,,,,,,
3rd_person,අනාගත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,අන්නෙමු,0,,,,,,,,,,,
3rd_person,අනාගත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,අහි,0,,,,,,,,,,,
3rd_person,අනාගත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,එහි,0,,,,,,,,,,,
3rd_person,අනාගත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,අන්නෙහි,0,,,,,,,,,,,
3rd_person,අනාගත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,අහු,0,,,,,,,,,,,
3rd_person,අනාගත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,එහු,0,,,,,,,,,,,
3rd_person,අනාගත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,අන්නෙහු,0,,,,,,,,,,,
3rd_person,අනාගත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,ඉයි ,0,,,,,,,,,,,
3rd_person,අනාගත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,එයි ,0,,,,,,,,,,,
3rd_person,අනාගත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,අයි,0,,,,,,,,,,,
3rd_person,අනාගත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,ආය,0,,,,,,,,,,,
3rd_person,අනාගත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,ඊය,0,,,,,,,,,,,
3rd_person,අනාගත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,දෑය ,0,,,,,,,,,,,
3rd_person,අනාගත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,එන්නේය ,0,,,,,,,,,,,
3rd_person,අනාගත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,අන්නේය,0,,,,,,,,,,,
3rd_person,අනාගත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,ඒය,0,,,,,,,,,,,
3rd_person,අනාගත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,ඒ,0,,,,,,,,,,,
3rd_person,අනාගත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,අහ,0,,,,,,,,,,,
3rd_person,අනාගත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,ආහ,0,,,,,,,,,,,
3rd_person,අනාගත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,අන්නාහ,0,,,,,,,,,,,
3rd_person,අනාගත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,ඕය,0,,,,,,,,,,,
3rd_person,අනාගත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,අන්නෝය,0,,,,,,,,,,,
3rd_person,අනාගත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,ඌහ,0,,,,,,,,,,,
3rd_person,අනාගත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,ඉති,0,,,,,,,,,,,
3rd_person,අනාගත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,එති,0,,,,,,,,,,,
3rd_person,අනාගත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,අති,0,,,,,,,,,,,
3rd_person,අනාගත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,ආවි ,0,,,,,,,,,,,
3rd_person,අනාගත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,ඊවි ,0,,,,,,,,,,,
3rd_person,අනාගත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,ඊයි ,0,,,,,,,,,,,
3rd_person,අනාගත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,ඊ,0,,,,,,,,,,,
3rd_person,අනාගත,ප්‍රථම,ස්ත්‍රී,ප්‍රාණවාචි,ඒක,n,n,ඊය,0,,,,,,,,,,,
ඔබ,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,අමි,0,,,,,,,,,,,
ඔබ,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,එමි,0,,,,,,,,,,,
ඔබ,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,අන්නෙමි,0,,,,,,,,,,,
ඔබ,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,අමු,0,,,,,,,,,,,
ඔබ,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,එමු,0,,,,,,,,,,,
ඔබ,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,අන්නෙමු,0,,,,,,,,,,,
ඔබ,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,එහි,0,,,,,,,,,,,
ඔබ,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,අන්නෙහි,0,,,,,,,,,,,
ඔබ,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,අහු,0,,,,,,,,,,,
ඔබ,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,එහු,0,,,,,,,,,,,
ඔබ,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,අන්නෙහු,0,,,,,,,,,,,
ඔබ,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,ඉයි ,0,,,,,,,,,,,
ඔබ,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,එයි ,0,,,,,,,,,,,
ඔබ,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,අයි,0,,,,,,,,,,,
ඔබ,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,ආය,0,,,,,,,,,,,
ඔබ,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,අන්නාය,0,,,,,,,,,,,
ඔබ,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,ඊය,0,,,,,,,,,,,
ඔබ,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,අන්නීය,0,,,,,,,,,,,
ඔබ,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,දෑය ,0,,,,,,,,,,,
ඔබ,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,එන්නේය ,0,,,,,,,,,,,
ඔබ,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,අන්නේය,0,,,,,,,,,,,
ඔබ,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,ඒය,0,,,,,,,,,,,
ඔබ,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,ඒ,0,,,,,,,,,,,
ඔබ,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,අහ,0,,,,,,,,,,,
ඔබ,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,ආහ,0,,,,,,,,,,,
ඔබ,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,අන්නාහ,0,,,,,,,,,,,
ඔබ,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,ඕය,0,,,,,,,,,,,
ඔබ,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,අන්නෝය,0,,,,,,,,,,,
ඔබ,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,ඌහ,0,,,,,,,,,,,
ඔබ,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,ඉති,0,,,,,,,,,,,
ඔබ,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,එති,0,,,,,,,,,,,
ඔබ,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,ආවි ,0,,,,,,,,,,,
ඔබ,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,ඊවි ,0,,,,,,,,,,,
ඔබ,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,ඊයි ,0,,,,,,,,,,,
ඔබ,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,ඊ,0,,,,,,,,,,,
ඔබ,වර්තමාන,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,ඊය,0,,,,,,,,,,,
ඔබ,අතීත,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,අමි,0,,,,,,,,,,,
ඔබ,අතීත,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,එමි,0,,,,,,,,,,,
ඔබ,අතීත,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,අන්නෙමි,0,,,,,,,,,,,
ඔබ,අතීත,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,අමු,0,,,,,,,,,,,
ඔබ,අතීත,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,එමු,0,,,,,,,,,,,
ඔබ,අතීත,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,අන්නෙමු,0,,,,,,,,,,,
ඔබ,අතීත,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,අහි,0,,,,,,,,,,,
ඔබ,අතීත,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,අන්නෙහි,0,,,,,,,,,,,
ඔබ,අතීත,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,අහු,0,,,,,,,,,,,
ඔබ,අතීත,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,එහු,0,,,,,,,,,,,
ඔබ,අතීත,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,අන්නෙහු,0,,,,,,,,,,,
ඔබ,අතීත,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,ඉයි ,0,,,,,,,,,,,
ඔබ,අතීත,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,එයි ,0,,,,,,,,,,,
ඔබ,අතීත,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,අයි,0,,,,,,,,,,,
ඔබ,අතීත,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,ආය,0,,,,,,,,,,,
ඔබ,අතීත,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,අන්නාය,0,,,,,,,,,,,
ඔබ,අතීත,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,ඊය,0,,,,,,,,,,,
ඔබ,අතීත,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,අන්නීය,0,,,,,,,,,,,
ඔබ,අතීත,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,දෑය ,0,,,,,,,,,,,
ඔබ,අතීත,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,එන්නේය ,0,,,,,,,,,,,
ඔබ,අතීත,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,අන්නේය,0,,,,,,,,,,,
ඔබ,අතීත,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,ඒය,0,,,,,,,,,,,
ඔබ,අතීත,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,ඒ,0,,,,,,,,,,,
ඔබ,අතීත,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,අහ,0,,,,,,,,,,,
ඔබ,අතීත,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,ආහ,0,,,,,,,,,,,
ඔබ,අතීත,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,අන්නාහ,0,,,,,,,,,,,
ඔබ,අතීත,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,ඕය,0,,,,,,,,,,,
ඔබ,අතීත,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,අන්නෝය,0,,,,,,,,,,,
ඔබ,අතීත,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,ඌහ,0,,,,,,,,,,,
ඔබ,අතීත,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,ඉති,0,,,,,,,,,,,
ඔබ,අතීත,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,එති,0,,,,,,,,,,,
ඔබ,අතීත,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,අති,0,,,,,,,,,,,
ඔබ,අතීත,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,ආවි ,0,,,,,,,,,,,
ඔබ,අතීත,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,ඊවි ,0,,,,,,,,,,,
ඔබ,අතීත,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,ඊයි ,0,,,,,,,,,,,
ඔබ,අතීත,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,ඊ,0,,,,,,,,,,,
ඔබ,අතීත,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,ඊය,0,,,,,,,,,,,
ඔබ,අනාගත,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,අමි,0,,,,,,,,,,,
ඔබ,අනාගත,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,එමි,0,,,,,,,,,,,
ඔබ,අනාගත,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,අන්නෙමි,0,,,,,,,,,,,
ඔබ,අනාගත,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,අමු,0,,,,,,,,,,,
ඔබ,අනාගත,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,එමු,0,,,,,,,,,,,
ඔබ,අනාගත,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,අන්නෙමු,0,,,,,,,,,,,
ඔබ,අනාගත,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,අහි,0,,,,,,,,,,,
ඔබ,අනාගත,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,එහි,0,,,,,,,,,,,
ඔබ,අනාගත,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,අහු,0,,,,,,,,,,,
ඔබ,අනාගත,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,එහු,0,,,,,,,,,,,
ඔබ,අනාගත,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,අන්නෙහු,0,,,,,,,,,,,
ඔබ,අනාගත,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,ඉයි ,0,,,,,,,,,,,
ඔබ,අනාගත,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,එයි ,0,,,,,,,,,,,
ඔබ,අනාගත,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,අයි,0,,,,,,,,,,,
ඔබ,අනාගත,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,ආය,0,,,,,,,,,,,
ඔබ,අනාගත,මධ්‍යම,නොමැත,ප්‍රාණවාචි,ඒක,y,n,අන්නාය,0,,,,,,,,,,,
